Code,Name,Sector,MarketCap,Close,Volume,Volume Spike,Momentum,RSI
373220,LG에너지솔루션,Unknown,115128000000000,492000.0,976594.0,2.26,58000.0,78.73
329180,HD현대중공업,Unknown,52731230904000,594000.0,243512.0,1.23,85000.0,78.71
207940,삼성바이오로직스,Unknown,83842972000000,1178000.0,60619.0,0.66,61000.0,86.31
034020,두산에너빌리티,Unknown,51821396711400,80900.0,8095168.0,0.99,700.0,74.32
000660,SK하이닉스,Unknown,371281206150000,510000.0,4227217.0,1.08,44500.0,87.27
005930,삼성전자,Unknown,584860226693600,98800.0,18568841.0,0.78,900.0,77.86
012450,한화에어로스페이스,Unknown,52233725213000,1013000.0,189996.0,0.86,101000.0,44.98
005935,삼성전자우,Unknown,63564426325600,77900.0,2627981.0,0.78,2900.0,79.08
005380,현대차,Unknown,51701335915000,252500.0,775983.0,0.95,9500.0,80.49
000270,기아,Unknown,45246387123000,114900.0,696060.0,0.7,2800.0,75.36
402340,SK스퀘어,Unknown,35918572518000,271000.0,524517.0,0.88,13500.0,80.31
009540,HD한국조선해양,Unknown,31635582852000,447000.0,264689.0,1.21,26500.0,69.42
035420,NAVER,Unknown,38742601586000,247000.0,1005395.0,0.43,-8500.0,32.26
042660,한화오션,Unknown,41427090868800,135200.0,2516846.0,1.05,28000.0,78.78
105560,KB금융,Unknown,43410387321400,113800.0,773644.0,0.89,-200.0,45.89
032830,삼성생명,Unknown,32520000000000,162600.0,235412.0,0.84,5900.0,59.43
028260,삼성물산,Unknown,35525097696000,209000.0,228437.0,0.66,-1500.0,64.54
068270,셀트리온,Unknown,39929379726600,172900.0,560476.0,0.85,-2100.0,40.59
055550,신한지주,Unknown,35635328155600,73400.0,854727.0,0.69,300.0,59.54
051910,LG화학,Unknown,28307529543000,401000.0,793696.0,1.81,62000.0,92.01
015760,한국전력,Unknown,27797044534100,43300.0,3158556.0,1.07,600.0,73.19
267260,HD현대일렉트릭,Unknown,28116765300000,780000.0,254601.0,1.65,113000.0,86.07
005490,POSCO홀딩스,Unknown,26343675876000,325500.0,644465.0,1.85,32500.0,80.13
086790,하나금융지주,Unknown,24492671632000,88000.0,571288.0,0.83,1900.0,47.5
012330,현대모비스,Unknown,28181093858000,307000.0,162637.0,0.91,-1000.0,60.19
006400,삼성SDI,Unknown,23611560290000,293000.0,1641056.0,2.4,37500.0,92.23
064350,현대로템,Unknown,25593867708500,234500.0,831412.0,1.09,33000.0,59.05
010130,고려아연,Unknown,22554244658000,1166000.0,27556.0,0.58,-57000.0,67.91
035720,카카오,Unknown,26185233769600,59200.0,1101507.0,0.4,1200.0,46.54
096770,SK이노베이션,Unknown,22788315822400,134800.0,1442659.0,2.98,18200.0,87.73
316140,우리금융지주,Unknown,18718946160000,25500.0,1691308.0,1.02,150.0,38.04
298040,효성중공업,Unknown,17744614844000,1903000.0,67500.0,1.31,323000.0,85.82
011200,HMM,Unknown,19383540283500,20550.0,1938070.0,1.02,-250.0,49.43
138040,메리츠금융지주,Unknown,19922715590100,113700.0,201231.0,0.94,1900.0,45.95
033780,KT&G,Unknown,16350643372800,136400.0,228973.0,0.58,-3000.0,50.5
010140,삼성중공업,Unknown,21824000000000,24800.0,12703691.0,2.43,2250.0,77.17
003670,포스코퓨처엠,Unknown,21524985240000,242000.0,1585440.0,2.16,48500.0,96.81
034730,SK,Unknown,17219391962500,237500.0,221240.0,0.86,17000.0,69.86
009150,삼성전기,Unknown,16582000512000,222000.0,382187.0,0.73,15000.0,68.6
000810,삼성화재,Unknown,20958081102500,455500.0,60094.0,0.75,19000.0,45.22
024110,기업은행,Unknown,15478036117290,19410.0,758844.0,0.93,320.0,48.05
259960,크래프톤,Unknown,13601930482000,287000.0,113647.0,1.07,2000.0,39.62
086280,현대글로비스,Unknown,12592500000000,167900.0,99340.0,0.52,3100.0,49.75
267250,HD현대,Unknown,14345144236000,181600.0,170641.0,0.87,18600.0,73.06
042700,한미반도체,Unknown,14268236340000,149700.0,1585789.0,0.8,7400.0,89.43
006800,미래에셋증권,Unknown,13858688714400,24300.0,4099609.0,1.21,2750.0,58.85
030200,KT,Unknown,12512876660250,49650.0,310030.0,0.88,-300.0,43.31
000150,두산,Unknown,13235591835000,801000.0,128347.0,0.8,104000.0,92.7
018260,삼성에스디에스,Unknown,12999470400000,168000.0,143712.0,0.71,2500.0,52.06
066570,LG전자,Unknown,14334002056000,88000.0,1159776.0,1.36,3800.0,74.25
352820,하이브,Unknown,11995803936000,288000.0,157712.0,0.79,18500.0,62.86
443060,HD현대마린솔루션,Unknown,10803839610000,241000.0,64712.0,0.64,13000.0,71.18
003550,LG,Unknown,12368571117000,80200.0,289119.0,0.98,6600.0,77.7
323410,카카오뱅크,Unknown,10923081007300,22900.0,502706.0,0.59,450.0,38.46
272210,한화시스템,Unknown,10390566395000,55000.0,878771.0,0.74,3700.0,39.2
079550,LIG넥스원,Unknown,10670000000000,485000.0,352684.0,2.11,51500.0,42.99
047050,포스코인터내셔널,Unknown,10221113982800,58100.0,1466304.0,2.21,5200.0,78.68
010120,LS ELECTRIC,Unknown,11055000000000,368500.0,449671.0,1.58,66500.0,85.34
047810,한국항공우주,Unknown,9903470871200,101600.0,479667.0,0.7,6000.0,35.0
017670,SK텔레콤,Unknown,11555704851400,53800.0,1019707.0,1.39,-700.0,41.86
278470,에이피알,Unknown,8927211217500,238500.0,521308.0,1.05,-1000.0,44.2
071050,한국금융지주,Unknown,9584870624000,172000.0,347117.0,1.16,17900.0,70.46
003230,삼양식품,Unknown,9657325230000,1282000.0,53525.0,1.12,-44000.0,27.99
010620,HD현대미포,Unknown,9386405015000,235000.0,317595.0,1.05,34000.0,76.79
000100,유한양행,Unknown,9124398661700,114100.0,303038.0,0.84,-2600.0,43.75
005830,DB손해보험,Unknown,9359760000000,132200.0,131921.0,0.73,2200.0,28.71
326030,SK바이오팜,Unknown,8340361125000,106500.0,134620.0,0.9,5500.0,65.17
010950,S-Oil,Unknown,8432451120800,74900.0,630068.0,1.57,9600.0,71.13
000720,현대건설,Unknown,7416293949000,66600.0,3879026.0,3.51,10600.0,70.07
003490,대한항공,Unknown,8248142806400,22400.0,1434966.0,0.97,250.0,38.24
377300,카카오페이,Unknown,7054157768400,52200.0,372040.0,0.61,1800.0,40.87
005940,NH투자증권,Unknown,7322876782950,20550.0,649349.0,0.93,700.0,58.6
000880,한화,Unknown,7106088078000,94800.0,260520.0,1.03,12300.0,70.63
039490,키움증권,Unknown,7185991120000,272000.0,163432.0,1.1,24000.0,59.26
034220,LG디스플레이,Unknown,6885000000000,13770.0,5181544.0,1.69,-600.0,40.89
016360,삼성증권,Unknown,6920750000000,77500.0,426479.0,1.28,3100.0,63.32
007660,이수페타시스,Unknown,6871102898400,93600.0,2670188.0,1.59,8700.0,76.42
090430,아모레퍼시픽,Unknown,6943090493300,118700.0,191315.0,0.98,1000.0,33.17
006260,LS,Unknown,6704550000000,211500.0,176300.0,0.9,23700.0,96.59
005387,현대차2우B,Unknown,6671117844000,190800.0,92245.0,0.66,11900.0,82.02
064400,LG씨엔에스,Unknown,6045683155200,62400.0,534918.0,0.78,100.0,38.27
180640,한진칼,Unknown,6669551672100,99900.0,48345.0,0.7,1500.0,48.08
021240,코웨이,Unknown,6665976629100,92700.0,131083.0,0.73,-1800.0,18.8
032640,LG유플러스,Unknown,6520496145350,15170.0,888957.0,0.92,260.0,44.93
241560,두산밥캣,Unknown,5971832849500,62300.0,300573.0,0.94,3000.0,84.91
028050,삼성E&A,Unknown,5742800000000,29300.0,1380051.0,1.79,1450.0,65.25
029780,삼성카드,Unknown,5723429215400,49400.0,74083.0,1.18,-50.0,24.55
009830,한화솔루션,Unknown,5517750405600,32100.0,4223926.0,4.51,2350.0,75.52
088980,맥쿼리인프라,Unknown,5411818520900,11300.0,1659586.0,1.49,-50.0,18.18
161390,한국타이어앤테크놀로지,Unknown,5475278049800,44200.0,305864.0,0.88,1850.0,85.63
011070,LG이노텍,Unknown,5135762219000,217000.0,98586.0,0.45,7500.0,71.5
450080,에코프로머티,Unknown,4741418347200,67800.0,1396287.0,1.61,2000.0,76.46
454910,두산로보틱스,Unknown,4738340538000,73100.0,480674.0,0.8,1300.0,64.16
001040,CJ,Unknown,4983431258400,170800.0,178494.0,1.2,6600.0,32.69
066970,엘앤에프,Unknown,4851840846400,133600.0,1999866.0,2.56,22600.0,89.36
251270,넷마블,Unknown,4693061209200,54600.0,199827.0,1.02,400.0,22.0
078930,GS,Unknown,4566790828700,49150.0,275286.0,1.26,3650.0,64.32
004020,현대제철,Unknown,4557173557750,34150.0,415038.0,1.11,850.0,45.33
062040,산일전기,Unknown,4405420440000,144700.0,1976244.0,2.25,12700.0,71.01
138930,BNK금융지주,Unknown,4445971677560,14140.0,1086352.0,1.28,-220.0,43.4
005385,현대차우,Unknown,4406773248000,188800.0,81030.0,0.7,10500.0,83.2
036570,엔씨소프트,Unknown,4384208477000,203500.0,80358.0,0.92,1500.0,29.55
051900,LG생활건강,Unknown,4345898356000,284000.0,32851.0,0.71,2500.0,47.17
307950,현대오토에버,Unknown,4297337979400,156700.0,56540.0,0.93,2700.0,59.09
