Code,Name,Sector,MarketCap,Close,Volume,Volume Spike,Momentum,RSI
373220,LG에너지솔루션,Unknown,110682000000000,473000.0,396429.0,0.76,0.0,56.15
329180,HD현대중공업,Unknown,47404843944000,534000.0,262860.0,1.1,-33000.0,38.42
207940,삼성바이오로직스,Unknown,86903454000000,1221000.0,0.0,0.0,0.0,76.09
012450,한화에어로스페이스,Unknown,48882104148000,948000.0,118730.0,0.57,-62000.0,43.4
005935,삼성전자우,Unknown,64380400989600,78900.0,3479546.0,0.86,-3100.0,50.95
105560,KB금융,Unknown,49857096862100,130700.0,1455375.0,1.3,8800.0,77.49
005930,삼성전자,Unknown,612682524927000,103500.0,27348008.0,1.04,-1400.0,56.05
000660,SK하이닉스,Unknown,450633463935000,619000.0,5496553.0,1.17,33000.0,73.11
005380,현대차,Unknown,55079839054000,269000.0,494203.0,0.39,-7000.0,54.3
034020,두산에너빌리티,Unknown,50091881617200,78200.0,5045991.0,0.66,-11300.0,49.13
402340,SK스퀘어,Unknown,41286477267000,311500.0,1063841.0,1.75,37500.0,63.95
055550,신한지주,Unknown,37868604852000,78000.0,1551727.0,1.19,1600.0,62.11
042660,한화오션,Unknown,38791935680400,126600.0,2057862.0,0.56,-10000.0,44.73
028260,삼성물산,Unknown,38329710672000,225500.0,303909.0,0.78,4500.0,61.44
000270,기아,Unknown,45679555320000,116000.0,959520.0,0.75,1600.0,46.32
068270,셀트리온,Unknown,39906285811200,172800.0,391585.0,0.65,-3500.0,38.87
035420,NAVER,Unknown,41252243794000,263000.0,1341337.0,0.77,-4000.0,53.59
267260,HD현대일렉트릭,Unknown,31000536100000,860000.0,217681.0,0.95,-58000.0,68.12
015760,한국전력,Unknown,31809320015350,49550.0,14815805.0,2.99,4500.0,62.36
032830,삼성생명,Unknown,31880000000000,159400.0,270016.0,0.72,8300.0,49.7
009540,HD한국조선해양,Unknown,29583162488000,418000.0,225827.0,0.8,-39500.0,35.9
035720,카카오,Unknown,28352592645800,64100.0,12258388.0,2.63,-100.0,56.35
051910,LG화학,Unknown,28201641028500,399500.0,345550.0,0.65,4500.0,54.91
086790,하나금융지주,Unknown,25856468120600,92900.0,1248709.0,1.17,5000.0,59.73
006400,삼성SDI,Unknown,25948540660000,322000.0,774167.0,0.62,-15500.0,67.98
012330,현대모비스,Unknown,27400835559000,298500.0,163489.0,0.76,2500.0,39.33
005490,POSCO홀딩스,Unknown,24522684456000,303000.0,271548.0,0.64,-9500.0,46.67
298040,효성중공업,Unknown,21483758592000,2304000.0,65555.0,0.97,17000.0,80.85
010140,삼성중공업,Unknown,23232000000000,26400.0,4352613.0,0.5,-2300.0,59.35
000810,삼성화재,Unknown,23051588655000,501000.0,132482.0,1.44,56500.0,71.43
064350,현대로템,Unknown,21468289033100,196700.0,927317.0,1.13,-33300.0,32.56
096770,SK이노베이션,Unknown,20675155972400,122300.0,312573.0,0.51,-4200.0,45.9
138040,메리츠금융지주,Unknown,20535991795600,117200.0,224549.0,0.87,3900.0,50.93
316140,우리금융지주,Unknown,19122688136000,26050.0,1937601.0,0.88,-200.0,48.45
011200,HMM,Unknown,18779867982700,19910.0,1151056.0,0.76,-290.0,37.3
010130,고려아연,Unknown,20155680046000,1042000.0,27357.0,0.59,31000.0,31.02
034730,SK,Unknown,19503227107000,269000.0,348648.0,1.13,17000.0,66.19
003670,포스코퓨처엠,Unknown,18723179310000,210500.0,379550.0,0.5,-8500.0,53.59
267250,HD현대,Unknown,17338982157500,219500.0,191394.0,0.75,9000.0,65.75
009150,삼성전기,Unknown,16992815840000,227500.0,361539.0,0.63,-11500.0,59.75
000150,두산,Unknown,16755168690000,1014000.0,201617.0,1.19,21000.0,67.78
259960,크래프톤,Unknown,12511977984000,264000.0,76370.0,0.72,-15000.0,29.69
024110,기업은행,Unknown,16028259966900,20100.0,1233851.0,1.12,770.0,58.19
066570,LG전자,Unknown,14757506662200,90600.0,971144.0,1.02,2100.0,52.75
033780,KT&G,Unknown,16422567024000,137000.0,255876.0,0.93,700.0,47.53
010120,LS ELECTRIC,Unknown,14745000000000,491500.0,312390.0,0.78,11500.0,78.67
018260,삼성에스디에스,Unknown,13409572740000,173300.0,180784.0,0.63,-15500.0,52.93
006800,미래에셋증권,Unknown,13088761563600,22950.0,5566065.0,1.08,-2700.0,46.67
003550,LG,Unknown,12923768823000,83800.0,433183.0,1.07,1900.0,56.54
030200,KT,Unknown,12424669070500,49300.0,300748.0,0.81,900.0,38.39
042700,한미반도체,Unknown,12361992340000,129700.0,1238835.0,0.65,-10000.0,21.47
443060,HD현대마린솔루션,Unknown,9996913830000,223000.0,64201.0,0.65,-22000.0,35.54
352820,하이브,Unknown,12023838781000,285500.0,696527.0,1.89,-55500.0,51.61
323410,카카오뱅크,Unknown,10279143917350,21550.0,1364311.0,1.3,-1500.0,28.57
086280,현대글로비스,Unknown,12352500000000,164700.0,109086.0,0.49,-1900.0,43.28
